UPKB	ARO Accession	CARD Short Name	RM ARO Accession	Resistance Mechanism	CARD URL
A7Y409	ARO:3006290	ADC-112	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006290
A0A2I8ANJ8	ARO:3004346	PDC-83	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004346
A0A2I8ANL2	ARO:3004347	PDC-84	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004347
A0A6C0VU22	ARO:3004350	PDC-87	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004350
A0A0K0QVE0	ARO:3004351	PDC-88	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004351
A0A0K0QVH6	ARO:3004352	PDC-89	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004352
A0A0K0QW72	ARO:3004353	PDC-90	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004353
A0A0K0QVH0	ARO:3004354	PDC-91	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004354
A0A0K0QVE3	ARO:3004355	PDC-92	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004355
A0A1Z1VQN1	ARO:3004356	PDC-93	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004356
A0A291R8R6	ARO:3004357	catV	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004357
E8LGK3	ARO:3004359	ACI-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004359
A0A3G2UL71	ARO:3004361	sul4	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3004361
A0A446ZH96	ARO:3006363	ADC-194	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006363
A0A0S2C4S0	ARO:3003128	OXA-436	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003128
A0A220UIE6	ARO:3004362	OXA-535	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004362
A0A0X1KWT7	ARO:3004364	almG	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004364
A9LS19	ARO:3001449	OXA-127	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001449
A0AAW7V2V9	ARO:3004379	QepA4	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004379
A0AA42JX62	ARO:3004441	tet(59)	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004441
A0A142BVK9	ARO:3004442	tet(W/N/W)	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3004442
R8Y404	ARO:3001725	OXA-269	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001725
B2BSN6	ARO:3004450	TRU-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004450
A0A077EG89	ARO:3000579	Cmen_BlaB	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000579
Q8L0S0	ARO:3004455	Ssui_ACT_CHL	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004455
Q3Y3U5	ARO:3004456	Efac_ACT_CHL	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004456
A0A4P8E056	ARO:3005280	PDC-323	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005280
A0AAW8TIA5	ARO:3004470	poxtA	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3004470
A0A0B4UHR7	ARO:3001600	OXA-409	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001600
A0A0G2UPT5	ARO:3003607	OXA-451	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003607
A0A0M5JJQ8	ARO:3003613	OXA-457	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003613
A0A1W5QH29	ARO:3004736	ARL-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004736
A7Y410	ARO:3006291	ADC-113	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006291
D2WFL1	ARO:3004753	BIC-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004753
C1FTU7	ARO:3004764	CBP-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004764
Q5S4Q5	ARO:3004807	GOB-15	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004807
A0A0K2JLR3	ARO:3001456	OXA-151	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001456
R8YPW0	ARO:3001726	OXA-270	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001726
A0A0B4UGA1	ARO:3001602	OXA-411	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001602
A0A0G2UMK3	ARO:3003608	OXA-452	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003608
A0A0M4FC59	ARO:3003614	OXA-458	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003614
A0A1W5QE54	ARO:3004737	ARL-4	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004737
Q59398	ARO:3004755	BIL-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004755
Q8VT49	ARO:3004766	CGA-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004766
Q5EEU5	ARO:3004808	GOB-16	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004808
A0A0K2JL64	ARO:3001457	OXA-152	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001457
R8YY36	ARO:3001727	OXA-271	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001727
A0A372BNA0	ARO:3001760	OXA-305	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001760
A0A0B4UFI7	ARO:3001603	OXA-412	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001603
A0A0M4FLF5	ARO:3003615	OXA-459	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003615
A0A1W5QCF3	ARO:3004738	ARL-5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004738
A0A7W2QWR8	ARO:3004757	BKC-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004757
Q9KJB2	ARO:3004809	GOB-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004809
A0SVI2	ARO:3004825	LAP-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004825
A0A0G4JAR3	ARO:3001458	OXA-153	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001458
N9R7L8	ARO:3001761	OXA-306	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001761
A0A0B4UGH6	ARO:3001604	OXA-413	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001604
A0A0G2UH62	ARO:3003616	OXA-460	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003616
A0A1W5QG57	ARO:3004739	ARL-6	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004739
A8FFI9	ARO:3004759	BPU-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004759
G9M9P7	ARO:3004768	CIA-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004768
Q9KJB5	ARO:3004810	GOB-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004810
A0A0A8BR44	ARO:3001459	OXA-154	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001459
A0A022IWC1	ARO:3001729	OXA-273	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001729
A0A0B4UG97	ARO:3001605	OXA-414	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001605
A0A0G2UPT9	ARO:3003617	OXA-461	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003617
G9MB49	ARO:3004769	CIA-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004769
A0A494J410	ARO:3004811	GOB-4	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004811
A0A0A7ERS0	ARO:3003142	IMI-8	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003142
A0A0K2JKS0	ARO:3001460	OXA-155	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001460
N8YGZ9	ARO:3001731	OXA-275	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001731
N8ZEY2	ARO:3001763	OXA-308	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001763
A0A0F7NPZ6	ARO:3001607	OXA-416	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001607
A0A837J674	ARO:3003620	OXA-464	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003620
G9MB50	ARO:3004770	CIA-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004770
Q9KJB6	ARO:3004812	GOB-5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004812
A0A0A8C0B8	ARO:3001461	OXA-156	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001461
N8Y1U0	ARO:3001732	OXA-276	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001732
A0A067ZA94	ARO:3001524	OXA-336	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001524
A0A0B5JGX0	ARO:3003121	OXA-430	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003121
C7MEP1	ARO:3004539	mphH	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004539
A0A4Q7BT30	ARO:3001608	OXA-417	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001608
A0A0G2UMJ9	ARO:3003621	OXA-465	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003621
G9MB51	ARO:3004771	CIA-4	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004771
Q9KJB4	ARO:3004813	GOB-6	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004813
A0A0H4M7F9	ARO:3004778	CMY-135	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004778
A0A2H4X3C0	ARO:3006335	ADC-163	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006335
A0A009SFJ7	ARO:3006336	ADC-164	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006336
A0A2S1T3Q7	ARO:3005281	PDC-258	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005281
A0A2R4A8Y7	ARO:3004854	CMY-136	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004854
A0A0P0IBD9	ARO:3004829	LEN-37	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004829
A0A2I8ANK3	ARO:3005262	TEM-231	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005262
Q8KVT3	ARO:3004780	DES-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004780
R9AKD3	ARO:3004479	OXA-664	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004479
S3MUN3	ARO:3004478	OXA-665	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004478
A0A0K2JL69	ARO:3001462	OXA-157	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001462
A0A653K2Z3	ARO:3001741	OXA-286	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001741
N9AQ91	ARO:3001733	OXA-277	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001733
A0A067ZAV1	ARO:3001525	OXA-337	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001525
A0A9X8XBQ7	ARO:3003115	OXA-427	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003115
A0A0G2UH57	ARO:3003622	OXA-466	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003622
A0A0K2JL59	ARO:3001463	OXA-158	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001463
N8UKQ6	ARO:3001734	OXA-279	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001734
A0A067ZBH9	ARO:3001527	OXA-339	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001527
A0A0B5JEF6	ARO:3003120	OXA-429	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003120
A0A0M4FFA2	ARO:3003626	OXA-470	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003626
Q8RNV0	ARO:3004773	CKO-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004773
A0A7T7ZWK6	ARO:3004814	GOB-7	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004814
A0A0H4IUK3	ARO:3003657	IMP-49	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003657
E9NST5	ARO:3002479	LEN-25	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002479
A0A2P9E069	ARO:3001063	SHV-4	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001063
Q9K319	ARO:3004837	OXA-724	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004837
A0A0F6ZNP0	ARO:3003663	NDM-15	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003663
S4SI45	ARO:3001477	OXA-185	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001477
N9CV80	ARO:3001735	OXA-280	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001735
A0A067ZA95	ARO:3001528	OXA-340	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001528
A0A7H9CIK1	ARO:3003627	OXA-471	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003627
A0A7T7HDZ0	ARO:3004775	CME-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004775
A0A0K1Z4Y7	ARO:3003652	CMY-132	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003652
Q6V8J2	ARO:3004815	GOB-8	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004815
A0A0G4CR63	ARO:3004823	IMP-52	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004823
A0A0P0IGT7	ARO:3004827	LEN-35	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004827
A0A1Z3FWF5	ARO:3004862	NDM-19	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004862
O87754	ARO:3004122	Kpne_OmpK37	ARO:3000244	reduced permeability to antibiotic	https://card.mcmaster.ca/aro/3004122
A0A962SEQ6	ARO:3004856	SCO-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004856
A0A2R8G1S5	ARO:3005263	TEM-232	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005263
R4NH29	ARO:3004493	ADC-68	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004493
A0A0S2MTX2	ARO:3004494	IMP-55	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004494
A0A0U2ULS0	ARO:3004495	IMP-56	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004495
A0A380U900	ARO:3001736	OXA-281	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001736
A0A067ZAV4	ARO:3001529	OXA-341	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001529
A0A0B5JJZ9	ARO:3003124	OXA-431	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003124
A0A0M5JCV8	ARO:3003628	OXA-472	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003628
I1VZ30	ARO:3004777	CMH-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004777
A0A0K1Z513	ARO:3003653	CMY-133	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003653
A0A0H4TDC5	ARO:3004496	KPC-24	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004496
Q6DTJ0	ARO:3004816	GOB-9	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004816
A0A0P0IUA6	ARO:3004828	LEN-36	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004828
A0A1P8VH15	ARO:3004861	NDM-18	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004861
A0A501XNY4	ARO:3001501	OXA-252	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001501
A0A6N1MDR0	ARO:3001737	OXA-282	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001737
A0A067ZAW8	ARO:3001530	OXA-342	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001530
B0FMU1	ARO:3004498	dfrB4	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3004498
A0A0B5J4U8	ARO:3003125	OXA-432	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003125
A0A0M4G476	ARO:3003629	OXA-473	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003629
A0A6N0D4R7	ARO:3005275	PDC-438	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005275
T1YXD1	ARO:3001715	OXA-259	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001715
N9NWH0	ARO:3001738	OXA-283	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001738
A0A067ZBI4	ARO:3001531	OXA-343	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001531
A0A0B5J9G0	ARO:3003126	OXA-433	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003126
A0A0M4FM57	ARO:3003631	OXA-474	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003631
A0A455LP12	ARO:3004841	LEN-38	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004841
A0A2Z4C173	ARO:3004500	MCR-3.11	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004500
A0A220T317	ARO:3004501	MCR-6.1	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004501
A0A1T0CMP3	ARO:3004502	MCR-2.2	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004502
A0AAE7DR41	ARO:3004503	MCR-3.6	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004503
A0A2D2CLF7	ARO:3004504	MCR-3.10	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004504
A0A223LLJ7	ARO:3004505	MCR-3.5	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004505
A0A220T316	ARO:3004506	MCR-1.10	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004506
A0A220SXE7	ARO:3004507	MCR-1.9	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004507
A0A223HCK8	ARO:3004508	MCR-3.9	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004508
A0A223HCL6	ARO:3004509	MCR-3.8	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004509
A0A223HCL9	ARO:3004510	MCR-3.7	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004510
A0A2S1PIQ0	ARO:3004511	MCR-3.2	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004511
A0A1Q0Y7N1	ARO:3004513	MCR-1.6	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004513
A0A1P8ALJ1	ARO:3004514	MCR-1.3	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004514
A0A1L5J0P0	ARO:3004515	MCR-1.4	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004515
A0A2I7QFI7	ARO:3004517	MCR-7.1	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004517
A0A067ZA96	ARO:3001532	OXA-344	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001532
A0A0H3WBC3	ARO:3003593	OXA-437	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003593
A0A0M3R8B1	ARO:3003632	OXA-475	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003632
W8PWX8	ARO:3002140	DHA-9	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002140
A0A455LS80	ARO:3004842	LEN-39	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004842
A0A291NY14	ARO:3004864	NDM-21	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004864
A0A515HHK0	ARO:3003741	mphE	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003741
A0A2Z4BWL1	ARO:3005276	PDC-284	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005276
V9Z4V9	ARO:3004542	mphN	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004542
A0A291R8R8	ARO:3004544	mphJ	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004544
A0A2H4X3C8	ARO:3006337	ADC-165	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006337
A0A0A1I7H3	ARO:3001854	ACT-34	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001854
A0A2S1R3D7	ARO:3005264	TEM-233	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005264
A0A0H4TCV2	ARO:3004582	tet(49)	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004582
A0A4D6RLD7	ARO:3006364	ADC-195	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006364
A0A7W2QLZ3	ARO:3004549	dfrB5	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3004549
A0A2H4X3C7	ARO:3006338	ADC-166	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006338
A0A0H4TD20	ARO:3004587	tet(52)	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004587
A0A7T1X4S0	ARO:3002361	NDM-11	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002361
D0QXI5	ARO:3004547	dfrA6	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3004547
A0A455LP02	ARO:3004843	LEN-40	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004843
A0AB35Q5Z9	ARO:3004550	dfrA27	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3004550
B7VEQ0	ARO:3004551	dfrA28	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3004551
B2RGD3	ARO:3004552	dfrA30	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3004552
A0A193CHQ8	ARO:3004554	dfrA29	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3004554
A0A8T3UQK6	ARO:3004555	dfrA32	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3004555
D2Y395	ARO:3004556	dfrB7	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3004556
A0A2R4PHC7	ARO:3004559	CAM-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004559
A0A0X1L3E0	ARO:3004568	dfrA18	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3004568
A0A2U8UYM6	ARO:3004571	PNGM-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004571
A0A0J0ZYZ6	ARO:3004577	Abau_AmvA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004577
A0A099PQD6	ARO:3004580	Kpne_KpnE	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004580
A0A0H4TGT9	ARO:3004581	tet(48)	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004581
A0A0H4TFU4	ARO:3004586	tet(51)	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004586
A0A0H4TGU2	ARO:3004589	tet(53)	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004589
A0A1W7M2R8	ARO:3004094	Erm(48)	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004094
A0A0H4TCV4	ARO:3004590	tet(54)	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004590
A0A1S7BI72	ARO:3005258	TEM-227	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005258
A0A142BX76	ARO:3006234	ACT-39	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006234
A0A0R5YJB2	ARO:3004596	erm(46)	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004596
A0AAX1HUJ9	ARO:3004588	Kpne_KpnG	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004588
A0AAX3MPZ5	ARO:3004597	Kpne_KpnH	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004597
V5ZEZ1	ARO:3004599	clcD	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004599
N9Q8I6	ARO:3001740	OXA-285	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001740
A0A067ZAV7	ARO:3001533	OXA-345	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001533
A0A0H3WBB3	ARO:3003594	OXA-438	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003594
